dates,diamonds,butter,cars,cucumber,bananas
2010-12-15,-0.6539272806858205,0.4613337784792263,0.3587851057520052,-1.0180190881325557,0.25315078229982463
2010-12-16,-0.655021849674436,0.4582717051043373,0.35259931354277985,-1.0064840230065664,0.2514247198858669
2010-12-17,-0.6559365785117601,0.458061654906604,0.35214428733235326,1.0035705324179103,0.2522310532059895
2010-12-20,-0.6663576964051838,0.4576198492376277,0.35025371630092805,1.0123028731297432,0.26653899544942894
2010-12-21,-0.6784891355992198,0.4576198492376277,0.3486478449169706,-1.0295173045451154,0.26730548463151915
2010-12-22,-0.6827645512359046,0.4577210823456049,0.35270829989097074,1.0380550751325743,0.2673336705057618
2010-12-23,-0.6790891563935213,0.45592994755069116,0.3533269584852685,1.0322072309043522,0.2681855848304803
2010-12-24,-0.6783362964455871,0.4540212406937906,0.35636728405651086,1.0559114609576126,0.26795872752781635
2010-12-27,-0.679844528631403,0.45762195757566065,0.36082348155476407,1.065743233129129,0.2678978827067872
2010-12-28,-0.6853156497641765,0.4410192758035437,0.35897746021315163,1.0733933514152054,0.26475057457930595
2010-12-29,-0.6816186017052969,0.4393199484021643,0.3582498872726838,1.0721618307678888,0.264748978680836
2010-12-30,-0.6818348404865381,0.43899471771084697,0.35897022081027546,1.1092304372375053,0.26704395653099466
2011-01-03,-0.6889145573028733,0.44102545190376113,0.35635416001823816,1.1091833550342705,0.2673478671072374
2011-01-04,-0.6867071085122126,0.43585631073988607,0.3549609839543685,1.1116533459125229,0.2594232822842019
2011-01-05,-0.6879515545942585,0.4374935435999546,0.36218939488638846,1.1132579205552426,0.25425608230621566
2011-01-06,-0.6860087065498424,0.4373103176431476,0.36400208969540354,-1.115516459564711,0.26198980885281004
2011-01-07,-0.6908319855734982,0.43789355664947865,0.3812539900300445,1.1140555587211425,0.2626897816781519
2011-01-10,-0.691688153740519,0.4396845733325273,0.37635128654467653,-1.1040298655246907,0.2639792724770481
2011-01-11,-0.6931323582755872,0.43940624727880995,0.37671472300569053,-1.1001273196015249,0.26147496821024135
2011-01-12,-0.6881051225720219,0.43499905195866206,0.37515020152194506,-1.1049683283185414,0.26108925493088314
2011-01-13,-0.6904236862209104,0.4365743004468815,0.3942611726745348,-1.1041489776612388,0.2604279083890409
2011-01-14,-0.6947195590832052,0.4355144184924112,0.39651500729880174,-1.114811961029842,0.26036442457086306
2011-01-17,-0.6847033211389569,0.43844798857851613,0.39431827176950285,-1.1161694502870811,0.2607564766368837
2011-01-18,-0.6841108798422606,0.43805696276718675,0.39441054703887807,-1.108898942308117,0.2595888763068755
2011-01-19,-0.685317902820923,0.42938390810270394,0.3957380563517701,-1.1094577443639297,0.2585472928938237
2011-01-20,-0.678660832010514,0.44092889424935766,0.38818047752922924,-1.140898527557691,0.2580602969716538
2011-01-21,-0.6786356708838829,0.4406674524916179,0.391624338660121,-1.1415703630964178,0.2570212433202338
2011-01-24,-0.677155323488114,0.42279650997093665,0.3911285284889919,-1.1434494630792158,0.2546914880982411
2011-01-25,-0.6718582416434064,-0.42282466550945885,0.3953271765887721,-1.1474531625489341,0.25473660313562696
2011-01-26,-0.6714013732357945,0.4189316383462801,0.3964537084196471,-1.1434651612542517,0.2545042445161887
2011-01-27,-0.6733895278194469,0.41091706271494793,0.3974719146355734,-1.128721373962556,0.2556016763176843
2011-01-28,-0.6667659480993304,0.41419217705070277,0.3988643110851169,-1.1286444485861293,0.25676467928376556
2011-01-31,-0.6658288413004557,0.4139827184691423,0.4000336362422639,-1.1331853993401562,0.25685025080050744
2011-02-01,-0.6547042251789178,0.4142724590472661,0.40035259366125125,-1.134179835600838,0.25683835628036844
2011-02-02,0.6531025282064803,-0.41470313119781776,0.4028914687452431,-1.1427974390811253,0.2563350859187977
2011-02-03,0.6537742353825452,0.41266733977845077,0.40262804274548747,-1.1470779146965437,0.25588444185437503
2011-02-04,0.6531714867495116,0.40605860176178593,0.39911561369215637,-1.1850787052013427,0.2571316936716163
2011-02-07,0.6560917126212246,0.40903897711431003,0.39652772562471095,-1.1866295787959713,0.2569872669850569
2011-02-08,0.6560646020935873,0.408406340265653,0.3896605446280141,-1.1873947462951604,0.25363189616418697
2011-02-09,0.6519246980706259,0.4124043766697192,0.38189355654963153,-1.1856308189118052,0.25436181140462744
2011-02-10,0.6424680348683848,0.4123244395742994,0.37729783766138963,-1.191697055535947,0.25340388714844964
2011-02-11,0.6347788850624332,0.4112701640962604,0.37844396793186463,-1.1947550681335672,0.2549711740212266
2011-02-14,0.6362175386821362,0.4106386976355346,0.37910719959958405,1.1944763261435356,0.25367835219500334
2011-02-15,0.6389889847881169,-0.4121501416711142,0.380650907427485,1.1952192183631485,0.25314973590678186
2011-02-16,0.6446635955282719,-0.413006059772203,0.3670735574758966,1.193460188556084,0.25326223657412045
2011-02-17,0.6441209468303501,-0.4154657874320273,0.36677530305759126,1.2059041861593018,0.2530441899133045
2011-02-18,0.6502104519136042,0.4185984575814596,0.36003311592887766,1.2071687874993007,0.2526641854537191
2011-02-21,0.650461298353823,0.4188952854309828,0.35984155317923483,1.2100331785966083,0.251506325863827
2011-02-22,0.650229832654398,0.4159384730220526,0.35361426168723753,1.2077937723842342,0.2514861634520416
2011-02-23,0.6551089893044597,0.4133448736791468,0.36785626994322757,1.2159441025640116,0.25282842663416333
2011-02-24,0.6604201614049989,-0.41948965929541226,0.36671583800042595,1.2257101918640974,0.25340649070187204
2011-02-25,0.6595232899886541,-0.42187727856574686,0.3626089209341071,1.2231448213686469,0.25488648099196837
2011-02-28,0.6501675730293941,-0.4238529146375925,0.36591804814631074,1.273377113441942,0.2564275038894711
2011-03-01,0.6468501517697411,-0.42478066551006755,0.367320590243414,1.2808760006582252,0.2519392470058232
2011-03-02,0.644955823079082,-0.429317028678294,0.3674935546353014,1.2810946085196386,0.25550094059088496
2011-03-03,0.6444069509156387,0.42575334879991095,0.3665824367177868,1.306720727692618,0.2552927708934376
2011-03-04,0.6601149010181369,0.42488624755273563,0.3674364927837771,1.3103279227511926,0.2586759140916642
2011-03-07,0.6739908045568044,0.4329092759867762,0.3680313633557174,1.3014921049711126,0.25994980349640956
2011-03-08,0.6755674282453372,0.4446650530352556,0.3660526871040116,-1.3239924176230642,0.25510252225505775
2011-03-09,0.674282313841792,-0.44469987435234964,0.3652680774585044,-1.3217711163835422,0.2578720978014583
2011-03-10,0.6748126866078034,-0.4451237049319182,0.36364884211486204,-1.3219408781058903,0.2566171435310712
2011-03-11,0.6591039942734934,-0.4458738845120631,0.3639881280947514,-1.3294334732897228,0.252286538195065
2011-03-14,0.6666851859568232,-0.4464679469823751,0.36374965472501375,-1.3293383234140903,0.2540080136540317
2011-03-15,0.6666922977743638,-0.44521519096575324,0.3623430289829276,-1.3564051767804919,0.252182997954223
2011-03-16,0.6644276269440804,-0.44515060673431406,0.3667544092997364,-1.3566660382138962,0.25129154947587745
2011-03-17,0.6618925179444812,-0.44490694865552205,0.3676151353712281,-1.3936148691874102,0.25244398629201065
2011-03-18,0.6685352341258691,-0.4475737687595433,0.3719123093303688,-1.3815291440926414,0.25737112554251884
2011-03-21,0.6807744713026581,-0.44666306521703913,0.3678001584712792,-1.3770264730858144,0.25643721661177965
2011-03-22,0.6935386462308635,-0.44092683687235945,0.3661278534287599,1.383260828735406,0.2560069717423212
2011-03-23,0.6926172774039414,-0.440765208514255,0.3657016090743011,1.392807643104402,0.2584059472536956
2011-03-24,0.6888666624968433,-0.42949834833667544,0.36719459792404413,1.3964328717537942,0.2569051276189447
2011-03-25,0.6894715564014525,-0.42959821176851576,0.36826180618079246,1.401195281005769,0.2562718379188246
2011-03-28,0.6872327989211693,-0.4325608307407,0.3663112777998991,-1.394226969786997,0.25749961196447035
2011-03-29,0.6916370313272103,-0.42878741243309537,0.36688239334459877,-1.3985289059504087,0.26068452319757957
2011-03-30,0.6899913071302788,0.424436824190877,0.3670286554994111,-1.4006907388641126,0.2616511971720925
2011-03-31,0.6842711808301933,0.42795002902548324,0.36806222362865054,-1.3951466348269521,0.26190750519238215
2011-04-01,0.6828296493361307,0.42653239826378697,0.3680818705601511,-1.3937637574961823,0.2628170178936288
2011-04-04,0.6834176481627209,0.4333992904076508,0.37321607445776783,-1.382698738043881,0.2606578747853187
2011-04-05,0.6818771618125321,0.4329254626723993,0.3719848644134159,-1.3802875601403808,0.2651051048999879
2011-04-06,-0.6831922471626268,0.4332341682353632,0.36932336115680037,1.3764223964825513,0.26700052875421904
2011-04-07,0.6652903479063481,0.430921411146163,0.3681444226053352,-1.3995914349182914,0.2675510323996586
2011-04-08,-0.6686692838601539,0.43075159080776093,0.3640883544733681,-1.4013218457275811,0.26749670443080825
2011-04-11,0.6667128936965528,0.4292585249231189,0.36507976745838333,1.3948276658269312,0.2677803975410997
2011-04-12,-0.6661778714310976,0.4303974423890469,0.36623236343740245,1.3970268817087925,0.2688282386383797
2011-04-13,0.6714260409108049,0.42536742251324827,0.362454281880805,1.3940711597333106,0.26626250055732786
2011-04-14,-0.6770161061288602,0.42515427462575406,0.36453985497610486,1.4005313783787403,0.26641263249879943
2011-04-15,-0.6763715810597055,0.42365826803884593,0.3578592012250031,1.3993132456502162,0.26590088757091224
2011-04-18,0.6746759837028776,0.4113961319362548,0.35456436528598645,1.4033543207476953,0.26143342343704234
2011-04-19,0.6750718821056724,0.4114040348817674,0.35474076620544964,1.4108372363592079,0.25979903556856637
2011-04-20,-0.6749150377627332,0.4089893347530153,0.35419206556198507,1.4110619474336452,0.25947978157451446
2011-04-21,-0.6751044948535726,0.4064021012320037,0.35229427304194677,1.410678598831092,0.2594951134818812
2011-04-22,-0.6756798400775872,0.39913211279940825,0.3522669926320217,1.4149084530611231,0.26377863277141034
2011-04-25,-0.6770593986487412,0.3999229022959405,0.3520806368491375,1.4218020656115538,0.26534122374530333
2011-04-26,-0.6715645633164281,0.3996162329965239,0.3505267766262614,1.424777557494197,0.2696292202444605
2011-04-27,-0.6710192960730915,0.39980094867900234,0.35048085269028756,1.457229034268235,0.26963427770836956
2011-04-28,-0.6696029898879475,0.4016341195312761,0.3501197750175499,1.4583179527172936,0.26488592263900235
2011-04-29,-0.6493542088159251,0.4007975791706955,0.3492989897045439,1.4420828843623132,0.2643829086860813
2011-05-02,-0.6529621710330956,0.4023590747170147,0.3364623275080485,1.4415793229703702,0.2640420600114942
2011-05-03,-0.6525553963045562,0.3996776381086186,0.3388763717171967,1.4508959927396474,0.26658427286905445
2011-05-04,-0.655699079547156,0.396891463403237,0.3374772730419205,1.4643156265998616,0.26725600183718723
2011-05-05,-0.6620543840441517,-0.3880351173205887,0.3374810397931631,1.4641037350731858,0.2666958933967748
2011-05-06,-0.6598080528082158,-0.38999623208910605,0.34022502303435326,1.4192666312973832,0.27227957549696447
2011-05-09,-0.6513408618291214,-0.3876176887245216,0.33977156037287515,1.4268268162279676,0.26947489870333863
2011-05-10,0.6513119874679648,-0.38393130708661194,0.3412726204410617,-1.4325074610599464,0.26864571551432465
2011-05-11,0.65056728014276,-0.3835154330459491,0.341688118069247,-1.4265349750363665,0.26889904224497796
2011-05-12,-0.6506752421162045,-0.37464526180487995,0.34123266185282725,-1.4235874286172,0.2690092362342481
2011-05-13,-0.653156021418759,-0.3753323544021887,0.33982815632835484,-1.434816220133941,0.2689044962287892
2011-05-16,-0.6530746723632767,-0.37511905471898976,0.3379638996340775,-1.442728093509226,0.2663533636759262
2011-05-17,-0.6460328461294431,-0.3712405974744031,0.33755090129227777,-1.4278969793843497,0.2664071112948185
2011-05-18,-0.6494102096466806,-0.3811998037356115,0.33783556288450783,1.4321078404975116,0.2720276338400593
2011-05-19,0.645744134173998,-0.37679638463035225,0.3329833113514144,-1.4255098699959705,0.27156995324207467
2011-05-20,0.641520759450078,-0.37489023180879083,0.33324658942758145,1.426728063837516,0.2713419176045204
2011-05-23,0.6408455470205974,-0.37495568754311337,-0.3309984126507723,1.4239611889516068,0.27000314072179954
2011-05-24,0.6401057029812307,-0.36898592974127464,-0.3262747457522554,1.4063793475253683,0.2774236678200897
2011-05-25,0.6407601607571354,-0.36852088120748805,-0.32566841028449794,1.3954169116688226,0.27730469851736594
2011-05-26,0.6423879629338558,-0.36419549883966545,-0.32604084064363287,1.3596987980752469,0.27876015949809513
2011-05-27,0.6344133071249423,-0.36529100912834367,-0.32916053555447733,1.3639721844933295,0.2742488743319675
2011-05-30,0.633968974137544,-0.36512811979203647,-0.33367939000535224,1.3763181009227576,0.2744345503792351
2011-05-31,0.6260079261280862,-0.3662203784200726,-0.3311868751866403,1.4101174797363063,0.2784625720057976
2011-06-01,0.6295917365156125,-0.36881952964027515,-0.33443839698129924,1.4085009987515138,0.27947893511984134
2011-06-02,0.6254541077153902,-0.3695839779222316,-0.33447244219803723,1.4080876258791644,0.2767730211998538
2011-06-03,0.6199090759251701,-0.37022649753243997,-0.3322667522176226,1.402764627597523,-0.2768094953812014
2011-06-06,0.6260106247061737,-0.36828722953159687,-0.33367407732343873,1.4348354205618192,0.2753864442646545
2011-06-07,0.6267026108469436,-0.36683089734705615,-0.3301061993565269,1.4492053540893322,-0.27651367560909623
2011-06-08,-0.6201535182842035,-0.37204999430889674,-0.322921471893755,1.4008927652349619,0.2745104468741253
2011-06-09,0.6145103490940318,-0.3692035507132211,-0.3253759714553871,1.4098189568936996,0.27444223951539987
2011-06-10,0.6137650758382558,-0.3694421285526938,-0.32450115523484946,1.3937014893074662,0.27586234187584013
2011-06-13,0.6151402966905477,-0.381266875141094,-0.3189246092276856,1.3976940019957922,0.2775473228597353
2011-06-14,0.6196081810655958,-0.3778652154555292,-0.3197591979047029,1.3606852743304283,0.27738442122396867
2011-06-15,0.6008609656152613,-0.38286169203116754,-0.31984266587062166,1.3300718578761423,0.2777584253764803
2011-06-16,0.6009048989967315,-0.38778249246837604,-0.3150914056344668,1.3523024462965865,0.27758903427986614
2011-06-17,0.605866248192609,-0.38690009052287416,-0.3158410973622366,1.3482097632971026,0.27705752001466594
2011-06-20,0.6065720354527683,-0.3849764408652674,-0.316387502932727,1.3110563334083816,0.26794514516272866
2011-06-21,0.6142354345921773,-0.38448760353447536,-0.31489714537161206,1.320158759164851,0.26580707791154157
2011-06-22,0.6127015064798801,-0.3843171996506401,-0.3145326932272598,1.3212737563699029,0.2659691863141596
2011-06-23,0.5916622214305917,-0.385408425785035,-0.3146591822013287,-1.287421448063429,0.26681940223183187
2011-06-24,0.585721578650783,-0.39076126788487686,-0.3168957892737111,1.2832646715987297,0.2672479466577891
2011-06-27,0.5852318916205648,-0.3891353129875395,-0.31822518556453705,1.2868595488249468,0.26724267873534985
2011-06-28,0.5810098585290601,-0.3892371759187433,-0.32208601462302655,0.0,0.270127125036252
2011-06-29,0.5780127624696327,-0.38801843750660486,-0.3259176284637962,1.2754178694410836,0.2694374819642562
2011-06-30,0.58358195978879,-0.3873820666191575,-0.3257678284161777,1.279819224479834,0.27117864555300497
2011-07-01,0.5872785452458561,-0.3899803360297998,-0.323405455408893,-1.2885838303458275,0.27352135932214067
2011-07-04,0.5886335202468796,-0.3925922612319399,-0.32301318758621855,-1.288933801853628,0.2754748498675323
2011-07-05,0.58838088040935,-0.39251244299376925,-0.31755017871376384,-1.2865985747242974,0.2676027680637807
2011-07-06,0.5839151499709726,-0.39101375482036654,0.31654629271047385,-1.2610891974245688,0.26826643200287986
2011-07-07,0.584199658150923,-0.38379044047784744,0.3166884076322749,-1.2592401272459433,0.268195403393304
2011-07-08,0.5841331759184794,-0.38052788991839404,0.3217813865604059,1.2513547382631482,0.2656802992024763
2011-07-11,-0.5758257731132617,-0.377258581977958,0.3211087395013037,1.2512175970558248,0.2649703044050393
2011-07-12,-0.5656457858814651,-0.381058573702786,0.3258421144867364,1.2617505520074939,0.26486169033950424
2011-07-13,-0.5653871601260192,-0.38305818266399133,0.3262448789177458,1.2599865799543901,0.26478070721812114
2011-07-14,-0.5652122915952763,-0.38325821308959035,0.3239669603463182,1.2461361533581363,0.2636627701096267
2011-07-15,-0.5511809895903591,-0.3821092005215654,0.326852700022399,1.2489515159718976,0.26368366802248805
2011-07-18,0.5545423021189148,-0.37693442627726176,0.32380122673333567,1.2486243445627978,0.2613972565622337
2011-07-19,0.5466407327018801,-0.37843949645473685,-0.3229797094624635,1.26743730285718,0.26753776087515924
2011-07-20,0.5385270117121322,-0.3767161130016356,0.3151038101129412,1.2474744714992012,0.2692496948435825
2011-07-21,0.5391810291748641,-0.3738598595122438,0.31302288536972,1.2353881881309474,0.2684952434021491
